0386    17-04-2017 22:03:33    Alarm Start           Motion Detect, Channel 4
0387    17-04-2017 22:03:34    Alarm Stop            Motion Detect, Channel 4
0388    17-04-2017 22:03:44    Alarm Start           Motion Detect, Channel 4
0389    17-04-2017 22:03:45    Alarm Stop            Motion Detect, Channel 4
0390    17-04-2017 22:03:50    Alarm Start           Motion Detect, Channel 4
0391    17-04-2017 22:03:50    Alarm Stop            Motion Detect, Channel 4
0392    17-04-2017 22:03:52    Alarm Start           Motion Detect, Channel 3
0393    17-04-2017 22:03:53    Alarm Stop            Motion Detect, Channel 3
0394    17-04-2017 22:03:53    Alarm Start           Motion Detect, Channel 1
0395    17-04-2017 22:03:54    Alarm Stop            Motion Detect, Channel 1
0396    17-04-2017 22:03:54    Alarm Start           Motion Detect, Channel 2
0397    17-04-2017 22:03:55    Alarm Start           Motion Detect, Channel 3
0398    17-04-2017 22:03:55    Alarm Stop            Motion Detect, Channel 2
0399    17-04-2017 22:03:55    Alarm Stop            Motion Detect, Channel 3
0400    17-04-2017 22:03:59    Alarm Start           Motion Detect, Channel 4
0401    17-04-2017 22:04:00    Alarm Stop            Motion Detect, Channel 4
0402    17-04-2017 22:04:02    Alarm Start           Motion Detect, Channel 4
0403    17-04-2017 22:04:02    Alarm Stop            Motion Detect, Channel 4
0404    17-04-2017 22:04:04    Alarm Start           Motion Detect, Channel 4
0405    17-04-2017 22:04:04    Alarm Stop            Motion Detect, Channel 4
0406    17-04-2017 22:04:06    Alarm Start           Motion Detect, Channel 4
0407    17-04-2017 22:04:06    Alarm Stop            Motion Detect, Channel 4
0408    17-04-2017 22:04:23    Alarm Start           Motion Detect, Channel 4
0409    17-04-2017 22:04:24    Alarm Stop            Motion Detect, Channel 4
0410    17-04-2017 22:04:27    Alarm Start           Motion Detect, Channel 4
0411    17-04-2017 22:04:27    Alarm Stop            Motion Detect, Channel 4
0412    17-04-2017 22:04:40    Alarm Start           Motion Detect, Channel 4
0413    17-04-2017 22:04:41    Alarm Stop            Motion Detect, Channel 4
0414    17-04-2017 22:04:43    Alarm Start           Motion Detect, Channel 4
0415    17-04-2017 22:04:44    Alarm Stop            Motion Detect, Channel 4
0416    17-04-2017 22:04:53    Alarm Start           Motion Detect, Channel 4
0417    17-04-2017 22:04:53    Alarm Stop            Motion Detect, Channel 4
0418    17-04-2017 22:04:55    Alarm Start           Motion Detect, Channel 4
0419    17-04-2017 22:04:55    Alarm Stop            Motion Detect, Channel 4
0420    17-04-2017 22:05:03    Alarm Start           Motion Detect, Channel 4
0421    17-04-2017 22:05:04    Alarm Stop            Motion Detect, Channel 4
0422    17-04-2017 22:05:06    Alarm Start           Motion Detect, Channel 4
0423    17-04-2017 22:05:07    Alarm Stop            Motion Detect, Channel 4
0424    17-04-2017 22:05:08    Alarm Start           Motion Detect, Channel 4
0425    17-04-2017 22:05:09    Alarm Stop            Motion Detect, Channel 4
0426    17-04-2017 22:05:15    Alarm Start           Motion Detect, Channel 4
0427    17-04-2017 22:05:15    Alarm Stop            Motion Detect, Channel 4
0428    17-04-2017 22:05:25    Alarm Start           Motion Detect, Channel 4
0429    17-04-2017 22:05:26    Alarm Stop            Motion Detect, Channel 4
0430    17-04-2017 22:05:35    Alarm Start           Motion Detect, Channel 4
0431    17-04-2017 22:05:35    Alarm Stop            Motion Detect, Channel 4
0432    17-04-2017 22:05:38    Alarm Start           Motion Detect, Channel 4
0433    17-04-2017 22:05:39    Alarm Stop            Motion Detect, Channel 4
0434    17-04-2017 22:05:41    Alarm Start           Motion Detect, Channel 4
0435    17-04-2017 22:05:42    Alarm Stop            Motion Detect, Channel 4
0436    17-04-2017 22:05:51    Alarm Start           Motion Detect, Channel 4
0437    17-04-2017 22:05:51    Alarm Stop            Motion Detect, Channel 4
0438    17-04-2017 22:05:57    Alarm Start           Motion Detect, Channel 4
0439    17-04-2017 22:05:58    Alarm Stop            Motion Detect, Channel 4
0440    17-04-2017 22:06:00    Alarm Start           Motion Detect, Channel 4
0441    17-04-2017 22:06:00    Alarm Stop            Motion Detect, Channel 4
0442    17-04-2017 22:06:01    Alarm Start           Motion Detect, Channel 2
0443    17-04-2017 22:06:05    Alarm Stop            Motion Detect, Channel 2
0444    17-04-2017 22:06:05    Alarm Start           Motion Detect, Channel 3
0445    17-04-2017 22:06:06    Alarm Stop            Motion Detect, Channel 3
0446    17-04-2017 22:06:10    Alarm Start           Motion Detect, Channel 4
0447    17-04-2017 22:06:11    Alarm Stop            Motion Detect, Channel 4
0448    17-04-2017 22:06:14    Alarm Start           Motion Detect, Channel 4
0449    17-04-2017 22:06:14    Alarm Stop            Motion Detect, Channel 4
0450    17-04-2017 22:06:19    Alarm Start           Motion Detect, Channel 4
0451    17-04-2017 22:06:19    Alarm Stop            Motion Detect, Channel 4
0452    17-04-2017 22:06:22    Alarm Start           Motion Detect, Channel 4
0453    17-04-2017 22:06:23    Alarm Stop            Motion Detect, Channel 4
0454    17-04-2017 22:06:28    Alarm Start           Motion Detect, Channel 4
0455    17-04-2017 22:06:28    Alarm Stop            Motion Detect, Channel 4
0456    17-04-2017 22:06:48    Alarm Start           Motion Detect, Channel 3
0457    17-04-2017 22:06:48    Alarm Stop            Motion Detect, Channel 3
0458    17-04-2017 22:07:08    Alarm Start           Motion Detect, Channel 4
0459    17-04-2017 22:07:08    Alarm Stop            Motion Detect, Channel 4
0460    17-04-2017 22:07:25    Alarm Start           Motion Detect, Channel 4
0461    17-04-2017 22:07:25    Alarm Stop            Motion Detect, Channel 4
0462    17-04-2017 22:07:44    Alarm Start           Motion Detect, Channel 4
0463    17-04-2017 22:07:44    Alarm Stop            Motion Detect, Channel 4
0464    17-04-2017 22:08:20    Alarm Start           Motion Detect, Channel 4
0465    17-04-2017 22:08:21    Alarm Stop            Motion Detect, Channel 4
0466    17-04-2017 22:08:23    Alarm Start           Motion Detect, Channel 4
0467    17-04-2017 22:08:23    Alarm Stop            Motion Detect, Channel 4
0468    17-04-2017 22:08:26    Alarm Start           Motion Detect, Channel 4
0469    17-04-2017 22:08:26    Alarm Stop            Motion Detect, Channel 4
0470    17-04-2017 22:08:31    Alarm Start           Motion Detect, Channel 4
0471    17-04-2017 22:08:31    Alarm Stop            Motion Detect, Channel 4
0472    17-04-2017 22:09:02    Alarm Start           Motion Detect, Channel 4
0473    17-04-2017 22:09:02    Alarm Stop            Motion Detect, Channel 4
0474    17-04-2017 22:09:10    Alarm Start           Motion Detect, Channel 4
0475    17-04-2017 22:09:11    Alarm Stop            Motion Detect, Channel 4
0476    17-04-2017 22:09:13    Alarm Start           Motion Detect, Channel 4
0477    17-04-2017 22:09:13    Alarm Stop            Motion Detect, Channel 4
0478    17-04-2017 22:09:25    Alarm Start           Motion Detect, Channel 4
0479    17-04-2017 22:09:25    Alarm Stop            Motion Detect, Channel 4
0480    17-04-2017 22:10:47    Alarm Start           Motion Detect, Channel 2
0481    17-04-2017 22:10:48    Alarm Stop            Motion Detect, Channel 2
0482    17-04-2017 22:10:49    Alarm Start           Motion Detect, Channel 2
0483    17-04-2017 22:10:51    Alarm Start           Motion Detect, Channel 3
0484    17-04-2017 22:10:51    Alarm Stop            Motion Detect, Channel 3
0485    17-04-2017 22:10:52    Alarm Stop            Motion Detect, Channel 2
0486    17-04-2017 22:10:53    Alarm Start           Motion Detect, Channel 3
0487    17-04-2017 22:10:53    Alarm Stop            Motion Detect, Channel 3
0488    17-04-2017 22:11:07    Alarm Start           Motion Detect, Channel 4
0489    17-04-2017 22:11:07    Alarm Stop            Motion Detect, Channel 4
0490    17-04-2017 22:13:38    Alarm Start           Motion Detect, Channel 4
0491    17-04-2017 22:13:38    Alarm Stop            Motion Detect, Channel 4
0492    17-04-2017 22:16:35    Alarm Start           Motion Detect, Channel 2
0493    17-04-2017 22:16:35    Alarm Stop            Motion Detect, Channel 2
0494    17-04-2017 22:16:37    Alarm Start           Motion Detect, Channel 2
0495    17-04-2017 22:16:37    Alarm Start           Motion Detect, Channel 3
0496    17-04-2017 22:16:37    Alarm Stop            Motion Detect, Channel 3
0497    17-04-2017 22:16:38    Alarm Stop            Motion Detect, Channel 2
0498    17-04-2017 22:16:38    Alarm Start           Motion Detect, Channel 1
0499    17-04-2017 22:16:38    Alarm Stop            Motion Detect, Channel 1
0500    17-04-2017 22:18:23    Alarm Start           Motion Detect, Channel 4
0501    17-04-2017 22:18:23    Alarm Stop            Motion Detect, Channel 4
0502    17-04-2017 22:20:16    Alarm Start           Motion Detect, Channel 2
0503    17-04-2017 22:20:17    Alarm Stop            Motion Detect, Channel 2
0504    17-04-2017 22:35:39    Alarm Start           Motion Detect, Channel 2
0505    17-04-2017 22:35:39    Alarm Stop            Motion Detect, Channel 2
0506    17-04-2017 22:45:02    Alarm Start           Motion Detect, Channel 3
0507    17-04-2017 22:45:02    Alarm Stop            Motion Detect, Channel 3
0508    17-04-2017 22:45:06    Alarm Start           Motion Detect, Channel 3
0509    17-04-2017 22:45:06    Alarm Stop            Motion Detect, Channel 3
0510    17-04-2017 22:46:03    Alarm Start           Motion Detect, Channel 3
0511    17-04-2017 22:46:04    Alarm Start           Motion Detect, Channel 1
0512    17-04-2017 22:46:05    Alarm Stop            Motion Detect, Channel 1
0513    17-04-2017 22:46:05    Alarm Stop            Motion Detect, Channel 3
0514    17-04-2017 22:46:06    Alarm Start           Motion Detect, Channel 1
0515    17-04-2017 22:46:07    Alarm Stop            Motion Detect, Channel 1
0516    17-04-2017 22:47:10    Alarm Start           Motion Detect, Channel 3
0517    17-04-2017 22:47:10    Alarm Start           Motion Detect, Channel 1
0518    17-04-2017 22:47:11    Alarm Stop            Motion Detect, Channel 3
0519    17-04-2017 22:47:11    Alarm Stop            Motion Detect, Channel 1
0520    17-04-2017 22:50:31    Log In                admin<Web:0.0.0.0>
0521    17-04-2017 22:50:39    Log In                admin<Web:0.0.0.0>
0522    17-04-2017 22:50:40    Log Out               admin<Web:0.0.0.0>
0523    17-04-2017 22:51:35    Export log            DC62397FCA6A7F49F3E8BC62E17EE9CB(English)
0524    17-04-2017 22:51:40    Log In                admin<Web:0.0.0.0>
0525    17-04-2017 22:51:41    Log Out               admin<Web:0.0.0.0>
0526    17-04-2017 22:52:34    Log In                admin<Web:0.0.0.0>
0527    17-04-2017 22:52:35    Log Out               admin<Web:0.0.0.0>
0528    17-04-2017 22:52:42    Alarm Start           Motion Detect, Channel 3
0529    17-04-2017 22:52:43    Alarm Stop            Motion Detect, Channel 3
0530    17-04-2017 22:52:49    Alarm Start           Motion Detect, Channel 4
0531    17-04-2017 22:52:50    Alarm Stop            Motion Detect, Channel 4
0532    17-04-2017 22:52:56    Alarm Start           Motion Detect, Channel 4
0533    17-04-2017 22:52:56    Alarm Stop            Motion Detect, Channel 4
0534    17-04-2017 22:53:00    Alarm Start           Motion Detect, Channel 4
0535    17-04-2017 22:53:00    Alarm Stop            Motion Detect, Channel 4
0536    17-04-2017 22:53:06    Alarm Start           Motion Detect, Channel 4
0537    17-04-2017 22:53:07    Alarm Stop            Motion Detect, Channel 4
0538    17-04-2017 22:53:26    Log In                admin<Web:0.0.0.0>
0539    17-04-2017 22:53:27    Log Out               admin<Web:0.0.0.0>
0540    17-04-2017 23:04:51    Log In                admin<Web:0.0.0.0>
0541    17-04-2017 23:04:52    Log Out               admin<Web:0.0.0.0>
0542    17-04-2017 23:05:38    Log In                admin<Web:0.0.0.0>
0543    17-04-2017 23:05:39    Log Out               admin<Web:0.0.0.0>
0544    17-04-2017 23:05:54    Log In                admin<Web:0.0.0.0>
0545    17-04-2017 23:05:55    Log Out               admin<Web:0.0.0.0>
0546    17-04-2017 23:06:09    Log In                admin<Web:0.0.0.0>
0547    17-04-2017 23:06:10    Log Out               admin<Web:0.0.0.0>
0548    17-04-2017 23:08:35    Log In                admin<Web:0.0.0.0>
0549    17-04-2017 23:08:36    Log Out               admin<Web:0.0.0.0>
0550    17-04-2017 23:08:50    Log In                admin<Web:0.0.0.0>
0551    17-04-2017 23:08:51    Log Out               admin<Web:0.0.0.0>
0552    17-04-2017 23:09:54    Log In                admin<Web:0.0.0.0>
0553    17-04-2017 23:09:55    Log Out               admin<Web:0.0.0.0>
0554    17-04-2017 23:10:05    Alarm Start           Motion Detect, Channel 3
0555    17-04-2017 23:10:05    Alarm Stop            Motion Detect, Channel 3
0556    17-04-2017 23:10:09    Log In                admin<Web:0.0.0.0>
0557    17-04-2017 23:10:10    Log Out               admin<Web:0.0.0.0>
0558    17-04-2017 23:15:31    Alarm Start           Motion Detect, Channel 1
0559    17-04-2017 23:15:31    Alarm Stop            Motion Detect, Channel 1
0560    17-04-2017 23:18:05    Alarm Start           Motion Detect, Channel 3
0561    17-04-2017 23:18:06    Alarm Stop            Motion Detect, Channel 3
0562    17-04-2017 23:20:31    Log In                admin<Web:0.0.0.0>
0563    17-04-2017 23:20:33    Log Out               admin<Web:0.0.0.0>
0564    17-04-2017 23:22:28    Log Out               admin<Web:0.0.0.0>
0565    17-04-2017 23:39:55    Alarm Start           Motion Detect, Channel 1
0566    17-04-2017 23:39:55    Alarm Stop            Motion Detect, Channel 1
0567    17-04-2017 23:45:10    Alarm Start           Motion Detect, Channel 3
0568    17-04-2017 23:45:11    Alarm Stop            Motion Detect, Channel 3
0569    17-04-2017 23:45:19    Alarm Start           Motion Detect, Channel 3
0570    17-04-2017 23:45:20    Alarm Stop            Motion Detect, Channel 3
0571    17-04-2017 23:48:31    Log In                admin<Web:0.0.0.0>
0572    17-04-2017 23:48:37    Log In                admin<Web:0.0.0.0>
0573    17-04-2017 23:48:38    Log Out               admin<Web:0.0.0.0>
0574    17-04-2017 23:49:43    Log In                admin<Web:0.0.0.0>
0575    17-04-2017 23:49:44    Log Out               admin<Web:0.0.0.0>
0576    17-04-2017 23:59:44    Log In                admin<Web:0.0.0.0>
0577    17-04-2017 23:59:45    Log Out               admin<Web:0.0.0.0>
0578    18-04-2017 00:00:09    Log In                admin<Web:0.0.0.0>
0579    18-04-2017 00:00:10    Log Out               admin<Web:0.0.0.0>
0580    18-04-2017 00:09:58    Log In                admin<Web:0.0.0.0>
0581    18-04-2017 00:09:59    Log Out               admin<Web:0.0.0.0>
0582    18-04-2017 00:10:51    Alarm Start           Motion Detect, Channel 3
0583    18-04-2017 00:10:52    Alarm Stop            Motion Detect, Channel 3
0584    18-04-2017 00:12:54    Alarm Start           Motion Detect, Channel 3
0585    18-04-2017 00:12:54    Alarm Stop            Motion Detect, Channel 3
0586    18-04-2017 00:21:31    Save Configuration    Motion Detect
0587    18-04-2017 00:24:11    Log In                admin<Web:0.0.0.0>
0588    18-04-2017 00:24:12    Log Out               admin<Web:0.0.0.0>
0589    18-04-2017 00:26:59    Log In                admin<Web:0.0.0.0>
0590    18-04-2017 00:27:00    Log Out               admin<Web:0.0.0.0>
0591    18-04-2017 00:27:15    Log In                admin<Web:0.0.0.0>
0592    18-04-2017 00:27:16    Log Out               admin<Web:0.0.0.0>
0593    18-04-2017 00:29:47    Log In                admin<Web:0.0.0.0>
0594    18-04-2017 00:29:48    Log Out               admin<Web:0.0.0.0>
0595    18-04-2017 00:30:06    Log In                admin<Web:0.0.0.0>
0596    18-04-2017 00:30:08    Log Out               admin<Web:0.0.0.0>
0597    18-04-2017 00:32:26    Log In                admin<Web:0.0.0.0>
0598    18-04-2017 00:32:27    Log Out               admin<Web:0.0.0.0>
0599    18-04-2017 00:32:57    Log In                admin<Web:0.0.0.0>
0600    18-04-2017 00:32:58    Log Out               admin<Web:0.0.0.0>
0601    18-04-2017 00:33:51    Log In                admin<Web:0.0.0.0>
0602    18-04-2017 00:33:52    Log Out               admin<Web:0.0.0.0>
0603    18-04-2017 00:35:00    Log In                admin<Web:0.0.0.0>
0604    18-04-2017 00:35:01    Log Out               admin<Web:0.0.0.0>
0605    18-04-2017 00:39:28    Log In                admin<Web:0.0.0.0>
0606    18-04-2017 00:39:29    Log Out               admin<Web:0.0.0.0>
0607    18-04-2017 00:44:42    Log Out               admin<Web:0.0.0.0>
0608    18-04-2017 00:57:01    Alarm Start           Motion Detect, Channel 4
0609    18-04-2017 00:57:01    Alarm Stop            Motion Detect, Channel 4
0610    18-04-2017 01:01:19    Log In                admin<Web:0.0.0.0>
0611    18-04-2017 01:01:26    Log In                admin<Web:0.0.0.0>
0612    18-04-2017 01:01:27    Log Out               admin<Web:0.0.0.0>
0613    18-04-2017 01:01:56    Export log            C9D6A1166EC19C7CC919106E610839CF(English)
0614    18-04-2017 01:02:03    Log Out               admin<Web:0.0.0.0>
0615    18-04-2017 01:25:06    Log In                admin<Web:0.0.0.0>
0616    18-04-2017 01:25:15    Log In                admin<Web:0.0.0.0>
0617    18-04-2017 01:25:16    Log Out               admin<Web:0.0.0.0>
0618    18-04-2017 01:25:34    Export log            8878BB8EDAF0D2BE71FBCF7B45FCDF3E(English)
0619    18-04-2017 01:25:40    Log In                admin<Web:0.0.0.0>
0620    18-04-2017 01:25:41    Log Out               admin<Web:0.0.0.0>
0621    18-04-2017 01:27:38    Log In                admin<Web:0.0.0.0>
0622    18-04-2017 01:27:39    Log Out               admin<Web:0.0.0.0>
0623    18-04-2017 01:29:46    Log Out               admin<Web:0.0.0.0>
0624    18-04-2017 01:36:22    Log In                admin<Web:0.0.0.0>
0625    18-04-2017 01:36:29    Log In                admin<Web:0.0.0.0>
0626    18-04-2017 01:36:30    Log Out               admin<Web:0.0.0.0>
0627    18-04-2017 01:38:53    Log Out               admin<Web:0.0.0.0>
0628    18-04-2017 01:54:40    Log In                admin<Web:0.0.0.0>
0629    18-04-2017 01:54:47    Log In                admin<Web:0.0.0.0>
0630    18-04-2017 01:54:48    Log Out               admin<Web:0.0.0.0>
0631    18-04-2017 01:58:35    Log Out               admin<Web:0.0.0.0>
0632    18-04-2017 02:17:16    Alarm Start           Motion Detect, Channel 4
0633    18-04-2017 02:17:17    Alarm Stop            Motion Detect, Channel 4
0634    18-04-2017 02:18:52    Log In                admin<Web:0.0.0.0>
0635    18-04-2017 02:18:58    Log In                admin<Web:0.0.0.0>
0636    18-04-2017 02:18:59    Log Out               admin<Web:0.0.0.0>
0637    18-04-2017 02:21:18    Log Out               admin<Web:0.0.0.0>
0638    18-04-2017 02:27:04    Log In                admin<Xm030:0.0.0.0>
0639    18-04-2017 02:36:49    Alarm Start           Motion Detect, Channel 3
0640    18-04-2017 02:36:53    Alarm Stop            Motion Detect, Channel 3
0641    18-04-2017 02:36:59    Alarm Start           Motion Detect, Channel 3
0642    18-04-2017 02:37:03    Alarm Stop            Motion Detect, Channel 3
0643    18-04-2017 02:40:09    Alarm Start           Motion Detect, Channel 3
0644    18-04-2017 02:40:13    Alarm Stop            Motion Detect, Channel 3
0645    18-04-2017 02:40:19    Alarm Start           Motion Detect, Channel 3
0646    18-04-2017 02:40:23    Alarm Stop            Motion Detect, Channel 3
0647    18-04-2017 02:40:52    Alarm Start           Motion Detect, Channel 4
0648    18-04-2017 02:40:52    Alarm Stop            Motion Detect, Channel 4
0649    18-04-2017 02:42:42    Alarm Start           Motion Detect, Channel 3
0650    18-04-2017 02:42:46    Alarm Stop            Motion Detect, Channel 3
0651    18-04-2017 02:42:52    Alarm Start           Motion Detect, Channel 3
0652    18-04-2017 02:42:56    Alarm Stop            Motion Detect, Channel 3
0653    18-04-2017 03:00:10    Alarm Start           Motion Detect, Channel 3
0654    18-04-2017 03:00:14    Alarm Stop            Motion Detect, Channel 3
0655    18-04-2017 03:00:20    Alarm Start           Motion Detect, Channel 3
0656    18-04-2017 03:00:24    Alarm Stop            Motion Detect, Channel 3
0657    18-04-2017 03:18:58    Alarm Start           Motion Detect, Channel 4
0658    18-04-2017 03:18:58    Alarm Stop            Motion Detect, Channel 4
0659    18-04-2017 03:24:23    Alarm Start           Motion Detect, Channel 4
0660    18-04-2017 03:24:24    Alarm Stop            Motion Detect, Channel 4
0661    18-04-2017 04:23:16    Alarm Start           Motion Detect, Channel 4
0662    18-04-2017 04:23:17    Alarm Stop            Motion Detect, Channel 4
0663    18-04-2017 04:34:00    Alarm Start           Motion Detect, Channel 3
0664    18-04-2017 04:34:04    Alarm Stop            Motion Detect, Channel 3
0665    18-04-2017 04:34:09    Alarm Start           Motion Detect, Channel 3
0666    18-04-2017 04:34:13    Alarm Stop            Motion Detect, Channel 3
0667    18-04-2017 04:46:29    Alarm Start           Motion Detect, Channel 3
0668    18-04-2017 04:46:33    Alarm Stop            Motion Detect, Channel 3
0669    18-04-2017 04:46:39    Alarm Start           Motion Detect, Channel 3
0670    18-04-2017 04:46:42    Alarm Stop            Motion Detect, Channel 3
0671    18-04-2017 04:48:41    Alarm Start           Motion Detect, Channel 4
0672    18-04-2017 04:48:42    Alarm Stop            Motion Detect, Channel 4
0673    18-04-2017 04:51:22    Alarm Start           Motion Detect, Channel 4
0674    18-04-2017 04:51:22    Alarm Stop            Motion Detect, Channel 4
0675    18-04-2017 04:51:27    Alarm Start           Motion Detect, Channel 4
0676    18-04-2017 04:51:27    Alarm Stop            Motion Detect, Channel 4
0677    18-04-2017 04:55:11    Alarm Start           Motion Detect, Channel 4
0678    18-04-2017 04:55:11    Alarm Stop            Motion Detect, Channel 4
0679    18-04-2017 04:55:15    Alarm Start           Motion Detect, Channel 4
0680    18-04-2017 04:55:16    Alarm Stop            Motion Detect, Channel 4
0681    18-04-2017 04:56:18    Alarm Start           Motion Detect, Channel 4
0682    18-04-2017 04:56:19    Alarm Stop            Motion Detect, Channel 4
0683    18-04-2017 04:58:01    Alarm Start           Motion Detect, Channel 4
0684    18-04-2017 04:58:02    Alarm Stop            Motion Detect, Channel 4
0685    18-04-2017 05:02:00    Alarm Start           Motion Detect, Channel 4
0686    18-04-2017 05:02:00    Alarm Stop            Motion Detect, Channel 4
0687    18-04-2017 05:02:02    Log Out               admin<Xm030:0.0.0.0>
0688    18-04-2017 05:07:48    Alarm Start           Motion Detect, Channel 3
0689    18-04-2017 05:07:52    Alarm Stop            Motion Detect, Channel 3
0690    18-04-2017 05:07:58    Alarm Start           Motion Detect, Channel 3
0691    18-04-2017 05:08:01    Alarm Stop            Motion Detect, Channel 3
0692    18-04-2017 05:17:25    Alarm Start           Motion Detect, Channel 4
0693    18-04-2017 05:17:25    Alarm Stop            Motion Detect, Channel 4
0694    18-04-2017 05:17:37    Alarm Start           Motion Detect, Channel 4
0695    18-04-2017 05:17:38    Alarm Stop            Motion Detect, Channel 4
0696    18-04-2017 05:31:44    Alarm Start           Motion Detect, Channel 4
0697    18-04-2017 05:31:45    Alarm Stop            Motion Detect, Channel 4
0698    18-04-2017 05:35:21    Alarm Start           Motion Detect, Channel 4
0699    18-04-2017 05:35:21    Alarm Stop            Motion Detect, Channel 4
0700    18-04-2017 05:35:24    Alarm Start           Motion Detect, Channel 4
0701    18-04-2017 05:35:24    Alarm Stop            Motion Detect, Channel 4
0702    18-04-2017 05:35:27    Alarm Start           Motion Detect, Channel 4
0703    18-04-2017 05:35:27    Alarm Stop            Motion Detect, Channel 4
0704    18-04-2017 05:36:09    Alarm Start           Motion Detect, Channel 4
0705    18-04-2017 05:36:10    Alarm Stop            Motion Detect, Channel 4
0706    18-04-2017 05:36:30    Alarm Start           Motion Detect, Channel 4
0707    18-04-2017 05:36:31    Alarm Stop            Motion Detect, Channel 4
0708    18-04-2017 05:36:34    Alarm Start           Motion Detect, Channel 4
0709    18-04-2017 05:36:34    Alarm Stop            Motion Detect, Channel 4
0710    18-04-2017 05:36:37    Alarm Start           Motion Detect, Channel 4
0711    18-04-2017 05:36:37    Alarm Stop            Motion Detect, Channel 4
0712    18-04-2017 05:39:25    Alarm Start           Motion Detect, Channel 4
0713    18-04-2017 05:39:25    Alarm Stop            Motion Detect, Channel 4
0714    18-04-2017 05:39:29    Alarm Start           Motion Detect, Channel 3
0715    18-04-2017 05:39:33    Alarm Stop            Motion Detect, Channel 3
0716    18-04-2017 05:39:39    Alarm Start           Motion Detect, Channel 3
0717    18-04-2017 05:39:42    Alarm Stop            Motion Detect, Channel 3
0718    18-04-2017 05:39:49    Alarm Start           Motion Detect, Channel 4
0719    18-04-2017 05:39:49    Alarm Stop            Motion Detect, Channel 4
0720    18-04-2017 05:39:51    Alarm Start           Motion Detect, Channel 4
0721    18-04-2017 05:39:52    Alarm Stop            Motion Detect, Channel 4
0722    18-04-2017 05:39:53    Alarm Start           Motion Detect, Channel 3
0723    18-04-2017 05:39:54    Alarm Start           Motion Detect, Channel 4
0724    18-04-2017 05:39:54    Alarm Stop            Motion Detect, Channel 4
0725    18-04-2017 05:39:57    Alarm Stop            Motion Detect, Channel 3
0726    18-04-2017 05:40:03    Alarm Start           Motion Detect, Channel 3
0727    18-04-2017 05:40:05    Alarm Start           Motion Detect, Channel 2
0728    18-04-2017 05:40:06    Alarm Stop            Motion Detect, Channel 2
0729    18-04-2017 05:40:07    Alarm Stop            Motion Detect, Channel 3
0730    18-04-2017 05:40:25    Alarm Start           Motion Detect, Channel 2
0731    18-04-2017 05:40:25    Alarm Start           Motion Detect, Channel 3
0732    18-04-2017 05:40:26    Alarm Stop            Motion Detect, Channel 2
0733    18-04-2017 05:40:31    Alarm Stop            Motion Detect, Channel 3
0734    18-04-2017 05:40:38    Alarm Start           Motion Detect, Channel 3
0735    18-04-2017 05:40:41    Alarm Stop            Motion Detect, Channel 3
0736    18-04-2017 05:40:51    Alarm Start           Motion Detect, Channel 4
0737    18-04-2017 05:40:51    Alarm Stop            Motion Detect, Channel 4
0738    18-04-2017 05:40:53    Alarm Start           Motion Detect, Channel 4
0739    18-04-2017 05:40:53    Alarm Stop            Motion Detect, Channel 4
0740    18-04-2017 05:40:55    Alarm Start           Motion Detect, Channel 4
0741    18-04-2017 05:40:56    Alarm Stop            Motion Detect, Channel 4
0742    18-04-2017 05:40:58    Alarm Start           Motion Detect, Channel 4
0743    18-04-2017 05:40:58    Alarm Stop            Motion Detect, Channel 4
0744    18-04-2017 05:41:00    Alarm Start           Motion Detect, Channel 4
0745    18-04-2017 05:41:01    Alarm Stop            Motion Detect, Channel 4
0746    18-04-2017 05:41:02    Alarm Start           Motion Detect, Channel 4
0747    18-04-2017 05:41:03    Alarm Stop            Motion Detect, Channel 4
0748    18-04-2017 05:41:04    Alarm Start           Motion Detect, Channel 4
0749    18-04-2017 05:41:05    Alarm Stop            Motion Detect, Channel 4
0750    18-04-2017 05:41:12    Alarm Start           Motion Detect, Channel 4
0751    18-04-2017 05:41:13    Alarm Stop            Motion Detect, Channel 4
0752    18-04-2017 05:41:14    Alarm Start           Motion Detect, Channel 4
0753    18-04-2017 05:41:15    Alarm Stop            Motion Detect, Channel 4
0754    18-04-2017 05:45:12    Alarm Start           Motion Detect, Channel 1
0755    18-04-2017 05:45:12    Alarm Stop            Motion Detect, Channel 1
0756    18-04-2017 05:48:24    Alarm Start           Motion Detect, Channel 4
0757    18-04-2017 05:48:24    Alarm Stop            Motion Detect, Channel 4
0758    18-04-2017 05:53:27    Alarm Start           Motion Detect, Channel 2
0759    18-04-2017 05:53:27    Alarm Start           Motion Detect, Channel 3
0760    18-04-2017 05:53:29    Alarm Stop            Motion Detect, Channel 2
0761    18-04-2017 05:53:30    Alarm Stop            Motion Detect, Channel 3
0762    18-04-2017 05:53:31    Alarm Start           Motion Detect, Channel 3
0763    18-04-2017 05:53:38    Alarm Stop            Motion Detect, Channel 3
0764    18-04-2017 05:53:44    Alarm Start           Motion Detect, Channel 3
0765    18-04-2017 05:53:48    Alarm Stop            Motion Detect, Channel 3
0766    18-04-2017 06:19:21    Alarm Start           Motion Detect, Channel 4
0767    18-04-2017 06:19:23    Alarm Stop            Motion Detect, Channel 4
0768    18-04-2017 06:20:18    Alarm Start           Motion Detect, Channel 4
0769    18-04-2017 06:20:19    Alarm Stop            Motion Detect, Channel 4
